0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.6333412528038025,0.1831153929233551,-0.27119705080986023,-0.3035997748374939,-0.08316487818956375,0.08579684793949127,-0.10932828485965729,1.8663657903671265,-0.054674144834280014,-0.21675315499305725,-0.5715281367301941,-1.1704518795013428,-4.02156400680542,0.0703260749578476,-0.8703708052635193,-0.34117835760116577,-1.1127573251724243,-0.011613906361162663,-1.0081532001495361,0.3947865962982178,-0.3025257885456085,-0.44842806458473206,0.4513233006000519,0.1739168018102646,0.23727421462535858
0.673496425151825,0.14018063247203827,-0.16967828571796417,-0.22415459156036377,-0.11821504682302475,0.0854983925819397,-0.13244976103305817,1.8599776029586792,-0.14987890422344208,-0.16168411076068878,-0.4968637526035309,-1.266335368156433,-3.9720587730407715,-0.049780771136283875,-0.7996699213981628,-0.31502050161361694,-1.036067247390747,-0.005187045782804489,-0.8679412603378296,0.26950445771217346,-0.2000868171453476,-0.26630643010139465,0.3955347239971161,0.2637996971607208,0.30832019448280334
0.7402981519699097,0.06214583292603493,-0.2450355440378189,-0.22951754927635193,-0.07802650332450867,0.06936954706907272,-0.16913796961307526,1.8381389379501343,-0.004032128024846315,-0.14176742732524872,-0.5421853065490723,-1.2255140542984009,-3.8620083332061768,-0.017675193026661873,-0.9178565740585327,-0.4249086380004883,-1.1590142250061035,0.02078242041170597,-1.057395577430725,0.34258586168289185,-0.26367753744125366,-0.33355629444122314,0.43500280380249023,0.2677993178367615,0.30543142557144165
0.5447497963905334,0.15253008902072906,-0.18040576577186584,-0.28285521268844604,-0.08320289850234985,0.05996595695614815,0.021431269124150276,1.7713934183120728,-0.027798347175121307,0.06546162813901901,-0.589623212814331,-0.9737189412117004,-3.8074235916137695,-0.0051274532452225685,-0.771593451499939,-0.47598883509635925,-0.8203611373901367,-0.09003198146820068,-0.8344462513923645,0.27157992124557495,-0.21117302775382996,-0.3566954731941223,0.37945669889450073,0.31886911392211914,0.26830530166625977
0.5342671871185303,0.21221815049648285,-0.0463496632874012,-0.05431374907493591,0.004056696780025959,0.10831896215677261,0.11967401206493378,1.82712721824646,-0.19561702013015747,0.01270596869289875,-0.5394189357757568,-1.083905577659607,-3.966925621032715,0.0021437304094433784,-0.7608156800270081,-0.5497600436210632,-0.75186687707901,-0.042813338339328766,-0.7802644371986389,0.12801729142665863,-0.08647551387548447,-0.3489992618560791,0.43498173356056213,0.3268359303474426,0.35366928577423096
0.7281286716461182,-0.08319610357284546,-0.2141408771276474,-0.13816575706005096,-0.0939418151974678,0.18943621218204498,0.06625372916460037,1.7957909107208252,-0.14571677148342133,-0.005634826608002186,-0.4387893080711365,-1.1513965129852295,-3.8500757217407227,0.07923759520053864,-0.7041159272193909,-0.3656129837036133,-1.040608525276184,0.002202792325988412,-1.1099756956100464,0.14779482781887054,-0.14311334490776062,-0.22929398715496063,0.3217657804489136,0.3977496922016144,0.24242068827152252
0.631953775882721,0.15607070922851562,-0.2111884206533432,-0.17130623757839203,-0.051700834184885025,0.163377583026886,-0.1784752905368805,2.0047686100006104,-0.07183924317359924,-0.08965382725000381,-0.394631028175354,-1.163809895515442,-3.8254966735839844,0.06573455035686493,-0.6716313362121582,-0.3782634437084198,-0.938525378704071,-0.004418320953845978,-0.8407274484634399,0.38617950677871704,-0.199431911110878,-0.40975987911224365,0.3317451775074005,0.28259357810020447,0.31532925367355347
0.692723274230957,0.1274299919605255,0.17052267491817474,0.05096999183297157,0.05139140784740448,0.1267557293176651,-0.17785650491714478,2.1015167236328125,-0.22944216430187225,-0.1542360931634903,-0.31575629115104675,-1.6172271966934204,-3.7352418899536133,-0.24187473952770233,-0.41348251700401306,-0.4705829918384552,-0.9177682995796204,-0.08940766006708145,-0.541719913482666,0.1399727463722229,-0.03057154454290867,-0.20717661082744598,0.2111448049545288,0.5139391422271729,0.5920155644416809
0.576609194278717,0.02380416728556156,-0.3158073425292969,-0.03524532914161682,-0.17403531074523926,0.23520790040493011,0.09399634599685669,1.658761978149414,-0.1389700174331665,-0.22021009027957916,-0.4350496530532837,-1.1718579530715942,-4.19901704788208,0.05557084456086159,-0.3985179662704468,-0.16122083365917206,-0.813113272190094,0.08575832843780518,-1.1852099895477295,0.2575002610683441,-0.07441850751638412,-0.47905436158180237,0.41811659932136536,0.29931914806365967,0.23610825836658478
0.6725786328315735,0.11250000447034836,-0.2413528710603714,-0.41341713070869446,-0.1451217234134674,0.18984298408031464,-0.0040285587310791016,1.897800087928772,-0.21803399920463562,0.17893372476100922,-0.702019989490509,-0.9235823750495911,-3.675785541534424,-0.046957142651081085,-0.5035279989242554,-0.6539165377616882,-0.9694085717201233,-0.22467371821403503,-0.8789728879928589,0.41318002343177795,-0.1915844976902008,-0.30229371786117554,0.4716651737689972,0.6526385545730591,0.2551111578941345
